DataRate,CameraRate,NumFrames,NumMarkers,Units,OrigDataRate,OrigDataStartFrame,OrigNumFrames,,,,,,,,
200,200,26220,7,mm,200,1,26220,,,,,,,,
Frame#,Time,Drone_Left_Front,,Drone_Right_Front,,Drone_Center_Front,,Drone_Center_Back,,Speaker_1,,Speaker_2,,Speaker_3,
Frame,Time,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,X6,Y6,X7,Y7
3801,19,-661.0032891,-413.931196,-643.1951365,-382.2076071,,,-626.10602,-413.2502271,-821.2777001,-214.3241352,-862.666358,-216.9078041,-766.5866461,-144.3912757
3802,19.005,-662.4553314,-413.4215109,-644.619629,-381.8049665,,,-627.673139,-412.9095692,-821.3738146,-212.7976736,-862.8305871,-215.2827745,-766.4785623,-143.0821889
3803,19.01,-663.9013469,-412.9069055,-646.0382322,-381.3989283,,,-629.2325962,-412.5646212,-821.4639086,-211.2734728,-862.9888384,-213.6582366,-766.3647097,-141.7756643
3804,19.015,-665.3413489,-412.3874008,-647.4500538,-380.9887338,,,-630.7870604,-412.2145544,-821.5488998,-209.7485756,-863.1393481,-212.0349706,-766.2441894,-140.4719777
3805,19.02,-666.7753506,-411.8630179,-648.8551116,-380.5758233,,,-632.3351823,-411.8598225,-821.6279165,-208.2262633,-863.2837597,-210.4117549,-766.1177508,-139.1709275
3806,19.025,-668.2033653,-411.3337776,-650.2547444,-380.1598054,,,-633.87721,-411.5003389,-821.6996322,-206.7067709,-863.4197805,-208.7919075,-765.9839123,-137.8729758
3807,19.03,-669.625406,-410.7997009,-651.6489097,-379.7381307,,,-635.4121727,-411.1363487,-821.764078,-205.1910416,-863.5491967,-207.172733,-765.8431094,-136.5786496
3808,19.035,-671.041486,-410.2608088,-653.0363888,-379.3123633,,,-636.938507,-410.7665591,-821.8234121,-203.6756859,-863.6713021,-205.5561094,-765.696687,-135.2868878
3809,19.04,-672.4516186,-409.7171221,-654.4174118,-378.8822696,,,-638.4602482,-410.3947124,-821.8761635,-202.1633333,-863.7865182,-203.9420977,-765.544353,-133.9975902
3810,19.045,-673.855817,-409.1686619,-655.7913684,-378.4479364,,,-639.9750238,-410.0159978,-821.9219878,-200.6535715,-863.8937374,-202.3327013,-765.3862917,-132.7111161
3811,19.05,-675.2540942,-408.6154492,-657.1578148,-378.0098105,,,-641.4836133,-409.6339243,-821.9624401,-199.1464052,-863.9943652,-200.7255106,-765.2220739,-131.4296761
3812,19.055,-676.6464637,-408.0575047,-658.5190896,-377.5668337,,,-642.9855116,-409.2477663,-821.9961507,-197.6427339,-864.0900433,-199.118251,-765.0528487,-130.1503611
3813,19.06,-678.0329385,-407.4948496,-659.8719912,-377.1198366,,,-644.4793236,-408.8568873,-822.0249789,-196.1420616,-864.1789828,-197.514532,-764.8787611,-128.8742128
3814,19.065,-679.4135319,-406.9275047,-661.2164827,-376.6709613,,,-645.964758,-408.4605326,-822.0484378,-194.6454769,-864.2617022,-195.9148392,-764.6995793,-127.6023482
3815,19.07,-680.7882571,-406.355491,-662.5534362,-376.2144565,,,-647.4440193,-408.061817,-822.0687512,-193.1512833,-864.3389651,-194.3186662,-764.5149556,-126.3344372
3816,19.075,-682.1571273,-405.7788295,-663.8823223,-375.7572304,,,-648.9140662,-407.6580541,-822.0854055,-191.6598698,-864.4106707,-192.7262762,-764.3256428,-125.0708054
3817,19.08,-683.5201557,-405.1975411,-665.2041157,-375.2959029,,,-650.3791279,-407.2489118,-822.0973257,-190.1739596,-864.4783159,-191.1365136,-764.1328092,-123.8111647
3818,19.085,-684.8773555,-404.6116468,-666.5184373,-374.8301566,,,-651.8359626,-406.8351256,-822.1056301,-188.691304,-864.5405477,-189.5498534,-763.9352088,-122.5559296
3819,19.09,-686.2287399,-404.0211674,-667.8243641,-374.3608052,,,-653.2847851,-406.4173998,-822.1089248,-187.2123492,-864.5990294,-187.9649623,-763.732483,-121.3046914
3820,19.095,-687.5743222,-403.426124,-669.1240466,-373.8865622,,,-654.727142,-405.9991239,-822.1098339,-185.7349988,-864.6519191,-186.3846564,-763.5257164,-120.057245
3821,19.1,-688.9141155,-402.8265376,-670.4152157,-373.4082749,,,-656.1623274,-405.5776123,-822.1066357,-184.2622431,-864.7007836,-184.806956,-763.3144084,-118.8150217
3822,19.105,-690.2481331,-402.222429,-671.6981459,-372.9260584,,,-657.5895862,-405.148025,-822.0998236,-182.7922671,-864.7455517,-183.2315463,-763.0996757,-117.5756424
3823,19.11,-691.5763882,-401.6138192,-672.9723372,-372.4374704,,,-659.0075732,-404.7139074,-822.0898715,-181.3249479,-864.7863183,-181.6576419,-762.881013,-116.3398762
3824,19.115,-692.8988939,-401.0007291,-674.2378294,-371.9473515,,,-660.4173744,-404.2759304,-822.0763394,-179.8613578,-864.8225302,-180.0872543,-762.6597279,-115.1065349
3825,19.12,-694.2156635,-400.3831798,-675.4947514,-371.4546772,,,-661.8191226,-403.8332952,-822.0605197,-178.3990016,-864.8543496,-178.5204654,-762.4353291,-113.8761651
3826,19.125,-695.5267102,-399.7611922,-676.7426957,-370.9592948,,,-663.2120945,-403.3867762,-822.0408209,-176.9399604,-864.8819021,-176.9559212,-762.208196,-112.6473203
